questao_id,total_usuarios_responderam,usuarios_analisados,usuarios_com_misconceptions,percentual_com_misconceptions,count_A4,perc_A4,count_A5,perc_A5,count_B4,perc_B4,count_B6,perc_B6,count_B8,perc_B8,count_B9,perc_B9,count_B12,perc_B12,count_C1,perc_C1,count_C2,perc_C2,count_C3,perc_C3,count_C4,perc_C4,count_C8,perc_C8,count_D4,perc_D4,count_E2,perc_E2,count_G4,perc_G4,count_G5,perc_G5,count_H1,perc_H1,modulo,prova,assessment_title
3591,26,26,26,100.0,2,7.69,26,100.0,19,73.08,0,0.0,26,100.0,13,50.0,0,0.0,1,3.85,0,0.0,0,0.0,0,0.0,2,7.69,4,15.38,0,0.0,26,100.0,7,26.92,2,7.69,introducao a ciencia dos computadores,exam,TP 05: Vetores e Strings
3593,18,18,18,100.0,3,16.67,18,100.0,14,77.78,0,0.0,18,100.0,15,83.33,0,0.0,2,11.11,0,0.0,0,0.0,0,0.0,3,16.67,3,16.67,0,0.0,18,100.0,3,16.67,1,5.56,introducao a ciencia dos computadores,exam,TP 05: Vetores e Strings
5163,18,18,18,100.0,0,0.0,18,100.0,12,66.67,0,0.0,17,94.44,11,61.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,11.11,1,5.56,0,0.0,18,100.0,1,5.56,0,0.0,introducao a ciencia dos computadores,exam,TP 1: Variáveis e Estrutura Sequencial
5168,17,17,17,100.0,2,11.76,17,100.0,8,47.06,0,0.0,16,94.12,8,47.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,17.65,4,23.53,0,0.0,17,100.0,4,23.53,2,11.76,introducao a ciencia dos computadores,exam,TP 1: Variáveis e Estrutura Sequencial
5169,16,16,16,100.0,4,25.0,16,100.0,9,56.25,0,0.0,16,100.0,12,75.0,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,1,6.25,1,6.25,0,0.0,16,100.0,2,12.5,0,0.0,introducao a ciencia dos computadores,exam,TP 1: Variáveis e Estrutura Sequencial
5171,20,20,20,100.0,1,5.0,20,100.0,14,70.0,0,0.0,19,95.0,10,50.0,0,0.0,2,10.0,0,0.0,0,0.0,0,0.0,2,10.0,4,20.0,0,0.0,20,100.0,5,25.0,2,10.0,introducao a ciencia dos computadores,exam,TP 1: Variáveis e Estrutura Sequencial
5188,16,16,16,100.0,2,12.5,16,100.0,12,75.0,0,0.0,16,100.0,12,75.0,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,1,6.25,3,18.75,0,0.0,16,100.0,2,12.5,0,0.0,introducao a ciencia dos computadores,exam,TP 02:  Est. Condicional Simples e Composta
5623,19,19,19,100.0,2,10.53,19,100.0,13,68.42,0,0.0,19,100.0,13,68.42,0,0.0,1,5.26,0,0.0,0,0.0,0,0.0,1,5.26,1,5.26,0,0.0,19,100.0,1,5.26,1,5.26,introducao a ciencia dos computadores,exam,TP 02:  Est. Condicional Simples e Composta
5625,18,18,18,100.0,3,16.67,17,94.44,12,66.67,0,0.0,17,94.44,12,66.67,0,0.0,1,5.56,0,0.0,0,0.0,0,0.0,0,0.0,5,27.78,0,0.0,18,100.0,4,22.22,0,0.0,introducao a ciencia dos computadores,exam,TP 02:  Est. Condicional Simples e Composta
5626,25,25,25,100.0,3,12.0,25,100.0,13,52.0,0,0.0,24,96.0,17,68.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,25,100.0,2,8.0,1,4.0,introducao a ciencia dos computadores,exam,TP 02:  Est. Condicional Simples e Composta
5929,21,21,21,100.0,2,9.52,21,100.0,15,71.43,0,0.0,21,100.0,16,76.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,14.29,3,14.29,0,0.0,21,100.0,2,9.52,1,4.76,introducao a ciencia dos computadores,exam,TP 1: Variáveis e Estrutura Sequencial
5935,18,18,18,100.0,1,5.56,18,100.0,12,66.67,0,0.0,18,100.0,10,55.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.56,0,0.0,0,0.0,18,100.0,0,0.0,0,0.0,introducao a ciencia dos computadores,exam,TP 1: Variáveis e Estrutura Sequencial
5946,22,22,22,100.0,1,4.55,21,95.45,13,59.09,0,0.0,20,90.91,15,68.18,0,0.0,1,4.55,0,0.0,0,0.0,0,0.0,3,13.64,2,9.09,0,0.0,22,100.0,2,9.09,1,4.55,introducao a ciencia dos computadores,exam,TP 02:  Est. Condicional Simples e Composta
5947,16,16,16,100.0,2,12.5,16,100.0,11,68.75,0,0.0,16,100.0,12,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,12.5,2,12.5,0,0.0,16,100.0,1,6.25,0,0.0,introducao a ciencia dos computadores,exam,TP 02:  Est. Condicional Simples e Composta
5950,18,18,18,100.0,4,22.22,17,94.44,10,55.56,0,0.0,18,100.0,11,61.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.56,2,11.11,0,0.0,18,100.0,4,22.22,3,16.67,introducao a ciencia dos computadores,exam,TP 02:  Est. Condicional Simples e Composta
5951,16,16,16,100.0,4,25.0,16,100.0,14,87.5,0,0.0,16,100.0,9,56.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,12.5,2,12.5,0,0.0,16,100.0,3,18.75,1,6.25,introducao a ciencia dos computadores,exam,TP 02:  Est. Condicional Simples e Composta
