question,complexity,n_classes,n_functions,loc,lloc,sloc,comments,single_comments,multi_comments,blank_lines,h1,h2,N1,N2,h,N,calculated_N,volume,difficulty,effort,bugs,time,endmarker,name,number,string,newline,indent,dedent,lpar,rpar,lsqb,rsqb,colon,comma,semi,plus,minus,star,slash,vbar,amper,less,greater,equal,dot,percent,lbrace,rbrace,eq_equal,not_eq,less_eq,greater_eq,tilde,circumflex,lshift,rshift,dbl_star,plus_eq,minus_eq,star_eq,slash_eq,percent_eq,amper_eq,vbar_eq,circumflex_eq,lshift_eq,rshift_eq,dbl_star_eq,dbl_slash,dbl_slash_eq,at,at_eq,rarrow,ellipsis,colon_eq,op,error_token,comment,nl,encoding,number_int,number_float,kwd_and,kwd_or,kwd_not,kwd_none,kwd_false,kwd_true,kwd_as,kwd_assert,kwd_async,kwd_await,kwd_break,kwd_class,kwd_continue,kwd_def,kwd_del,kwd_if,kwd_elif,kwd_else,kwd_except,kwd_finally,kwd_for,kwd_while,kwd_import,kwd_from,kwd_global,kwd_in,kwd_is,kwd_lambda,kwd_nonlocal,kwd_pass,kwd_raise,kwd_return,kwd_try,kwd_with,kwd_yield,keyword,identifier,builtin_type,builtin_func,kwd_print,kwd_input,builtin_type_unique,builtin_func_unique,identifiers_unique,identifiers_max_len,identifiers_min_len,identifiers_mean_len
1605,5.0,0.0,0.0,26,14,13,1,1,7,5,5.0,9.0,8.0,16.0,14.0,24.0,40.13896548741762,91.37651812938248,4.444444444444445,406.1178583528111,0.0304588393764608,22.56210324182284,1.0,,,2.0,14.0,4.0,4.0,10.0,10.0,3.0,3.0,4.0,1.0,,1.0,,3.0,1.0,,,1.0,,7.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,23.0,,2.0,1.0,1.0,0.0,4.0,6.0,6.0,1.0,3.6666666666666665
1606,2.0,0.0,0.0,21,9,8,1,1,7,5,3.0,8.0,6.0,12.0,11.0,18.0,28.75488750216347,62.26976913547136,2.25,140.10698055481055,0.0207565897118237,7.78372114193392,1.0,,,2.0,9.0,1.0,1.0,7.0,7.0,2.0,2.0,1.0,,1.0,3.0,2.0,1.0,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,17.0,,2.0,1.0,1.0,0.0,4.0,6.0,5.0,1.0,3.5
1607,2.0,0.0,0.0,21,9,8,1,1,7,5,4.0,9.0,7.0,14.0,13.0,21.0,36.52932501298081,77.70923408096293,3.111111111111111,241.762061585218,0.0259030780269876,13.431225643623222,1.0,,,2.0,9.0,1.0,1.0,7.0,7.0,2.0,2.0,1.0,,1.0,3.0,2.0,2.0,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,17.0,,2.0,1.0,1.0,0.0,4.0,6.0,5.0,1.0,3.5
1608,3.0,0.0,0.0,27,11,10,1,1,9,7,3.0,6.0,4.0,8.0,9.0,12.0,20.264662506490406,38.03910001730775,2.0,76.0782000346155,0.0126797000057692,4.226566668589751,1.0,,,2.0,11.0,2.0,2.0,7.0,7.0,1.0,1.0,2.0,,1.0,2.0,,1.0,,,,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,17.0,,1.0,1.0,1.0,0.0,3.0,6.0,8.0,1.0,4.666666666666667
1609,4.0,0.0,0.0,31,14,13,1,1,9,8,5.0,7.0,5.0,9.0,12.0,14.0,31.26112492884004,50.18947501009619,3.2142857142857144,161.32331253245204,0.0167298250033653,8.962406251802891,1.0,,,6.0,14.0,4.0,4.0,11.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,6.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,19.0,,1.0,2.0,2.0,0.0,3.0,8.0,10.0,1.0,5.625
1610,2.0,0.0,0.0,24,9,8,1,1,9,6,2.0,5.0,3.0,6.0,7.0,9.0,13.60964047443681,25.26619429851844,1.2,30.319433158222125,0.0084220647661728,1.6844129532345624,1.0,,,3.0,9.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,,,2.0,,1.0,,,,1.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15.0,1.0,,1.0,1.0,1.0,2.0,6.0,5.0,1.0,4.0
1611,7.0,0.0,0.0,27,12,11,1,1,9,6,4.0,21.0,10.0,23.0,25.0,33.0,100.23866587835396,153.24725426256592,2.1904761904761907,335.6844617180016,0.0510824180875219,18.6491367621112,1.0,,,7.0,12.0,3.0,3.0,6.0,6.0,5.0,5.0,3.0,1.0,,3.0,,1.0,,,,1.0,,6.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,23.0,,2.0,1.0,1.0,0.0,4.0,4.0,7.0,1.0,4.5
1613,7.0,0.0,0.0,45,19,18,1,1,16,10,4.0,29.0,17.0,34.0,33.0,51.0,148.8814488586996,257.2641000872811,2.3448275862068964,603.2399588253488,0.0857547000290937,33.51333104585271,1.0,,,8.0,19.0,6.0,6.0,15.0,15.0,10.0,10.0,6.0,1.0,,6.0,,6.0,,,,1.0,,10.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,43.0,,3.0,1.0,2.0,0.0,4.0,7.0,10.0,1.0,5.428571428571429
1614,7.0,0.0,0.0,36,19,18,1,1,10,7,4.0,29.0,17.0,34.0,33.0,51.0,148.8814488586996,257.2641000872811,2.3448275862068964,603.2399588253488,0.0857547000290937,33.51333104585271,1.0,,,8.0,19.0,6.0,6.0,14.0,14.0,10.0,10.0,6.0,,,6.0,,6.0,,,,1.0,,10.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,43.0,,2.0,1.0,2.0,0.0,3.0,7.0,9.0,1.0,5.285714285714286
1615,10.0,0.0,0.0,47,27,26,1,1,10,10,4.0,16.0,16.0,32.0,20.0,48.0,72.0,207.45254855459345,4.0,829.8101942183737,0.0691508495181978,46.1005663454652,1.0,,,6.0,27.0,10.0,10.0,19.0,19.0,6.0,6.0,10.0,,,7.0,,1.0,,,,1.0,2.0,12.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,41.0,,2.0,3.0,2.0,0.0,3.0,8.0,7.0,1.0,4.125
1616,7.0,0.0,0.0,36,19,18,1,1,10,7,4.0,29.0,17.0,34.0,33.0,51.0,148.8814488586996,257.2641000872811,2.3448275862068964,603.2399588253488,0.0857547000290937,33.51333104585271,1.0,,,8.0,19.0,6.0,6.0,14.0,14.0,10.0,10.0,6.0,,,6.0,,6.0,,,,1.0,,10.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,43.0,,2.0,1.0,2.0,0.0,3.0,7.0,6.0,1.0,4.428571428571429
1617,7.0,0.0,0.0,36,19,18,1,1,10,7,4.0,29.0,17.0,34.0,33.0,51.0,148.8814488586996,257.2641000872811,2.3448275862068964,603.2399588253488,0.0857547000290937,33.51333104585271,1.0,,,8.0,19.0,6.0,6.0,14.0,14.0,10.0,10.0,6.0,,,6.0,,6.0,,,,1.0,,10.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,43.0,,2.0,1.0,2.0,0.0,3.0,7.0,7.0,1.0,4.714285714285714
1618,4.0,0.0,0.0,26,14,13,1,1,7,5,4.0,22.0,15.0,30.0,26.0,45.0,106.10749561002054,211.5197873163492,2.727272727272727,576.8721472264068,0.0705065957721163,32.048452623689265,1.0,,,6.0,14.0,4.0,4.0,15.0,15.0,3.0,3.0,4.0,,,8.0,4.0,1.0,,,,1.0,,7.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,32.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,1.0,3.5
1619,4.0,0.0,0.0,31,14,13,1,1,10,7,4.0,17.0,10.0,20.0,21.0,30.0,77.48686830125578,131.76952268336282,2.3529411764705883,310.0459357255596,0.0439231742277876,17.224774206975535,1.0,,,5.0,14.0,3.0,3.0,12.0,12.0,4.0,4.0,3.0,1.0,,3.0,,5.0,,,,1.0,,8.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,28.0,,3.0,1.0,2.0,0.0,4.0,8.0,6.0,1.0,4.625
1620,2.0,0.0,0.0,28,11,10,1,1,10,7,4.0,11.0,6.0,12.0,15.0,18.0,46.05374780501028,70.32403072095333,2.1818181818181817,153.43424884571635,0.0234413435736511,8.52412493587313,1.0,,,3.0,11.0,1.0,1.0,10.0,10.0,2.0,2.0,1.0,1.0,,2.0,,3.0,1.0,,,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,21.0,,3.0,1.0,2.0,0.0,4.0,8.0,18.0,1.0,7.625
1621,7.0,0.0,0.0,37,19,18,1,1,10,8,4.0,29.0,17.0,34.0,33.0,51.0,148.8814488586996,257.2641000872811,2.3448275862068964,603.2399588253488,0.0857547000290937,33.51333104585271,1.0,,,8.0,19.0,6.0,6.0,15.0,15.0,10.0,10.0,6.0,1.0,,6.0,,6.0,,,,1.0,,10.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,43.0,,3.0,1.0,2.0,0.0,4.0,7.0,8.0,1.0,4.714285714285714
1622,3.0,0.0,0.0,30,13,12,1,1,10,7,4.0,7.0,5.0,10.0,11.0,15.0,27.651484454403228,51.89147427955947,2.857142857142857,148.26135508445563,0.0172971580931864,8.236741949136423,1.0,,,3.0,13.0,2.0,2.0,10.0,10.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,,,,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,23.0,,2.0,1.0,2.0,0.0,3.0,7.0,8.0,1.0,4.857142857142857
1639,5.0,0.0,0.0,25,15,14,3,1,5,5,3.0,9.0,6.0,12.0,12.0,18.0,33.28421251514428,64.52932501298082,2.0,129.05865002596164,0.0215097750043269,7.169925001442313,1.0,,,2.0,15.0,4.0,4.0,12.0,12.0,3.0,3.0,4.0,1.0,,2.0,,1.0,,,,,,8.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,28.0,3.0,1.0,2.0,1.0,2.0,3.0,10.0,5.0,1.0,3.2
1640,5.0,0.0,0.0,25,15,14,3,1,5,5,3.0,9.0,6.0,12.0,12.0,18.0,33.28421251514428,64.52932501298082,2.0,129.05865002596164,0.0215097750043269,7.169925001442313,1.0,,,2.0,15.0,4.0,4.0,12.0,12.0,3.0,3.0,4.0,1.0,,2.0,,1.0,,,,,,8.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,28.0,3.0,1.0,2.0,1.0,2.0,3.0,10.0,6.0,1.0,3.4
1641,5.0,0.0,0.0,25,15,14,3,1,5,5,3.0,9.0,6.0,12.0,12.0,18.0,33.28421251514428,64.52932501298082,2.0,129.05865002596164,0.0215097750043269,7.169925001442313,1.0,,,2.0,15.0,4.0,4.0,12.0,12.0,3.0,3.0,4.0,1.0,,2.0,,1.0,,,,,,8.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,28.0,3.0,1.0,2.0,1.0,2.0,3.0,10.0,6.0,1.0,3.4
1642,5.0,0.0,0.0,25,15,14,3,1,5,5,3.0,9.0,6.0,12.0,12.0,18.0,33.28421251514428,64.52932501298082,2.0,129.05865002596164,0.0215097750043269,7.169925001442313,1.0,,,2.0,15.0,4.0,4.0,12.0,12.0,3.0,3.0,4.0,1.0,,2.0,,1.0,,,,,,8.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,28.0,3.0,1.0,2.0,1.0,2.0,3.0,10.0,6.0,1.0,3.4
1643,5.0,0.0,0.0,25,15,14,3,1,5,5,2.0,6.0,4.0,8.0,8.0,12.0,17.509775004326936,36.0,1.3333333333333333,48.0,0.012,2.6666666666666665,1.0,,,2.0,15.0,4.0,4.0,12.0,12.0,3.0,3.0,4.0,1.0,,2.0,,1.0,,,,,,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,28.0,3.0,1.0,2.0,1.0,2.0,3.0,10.0,9.0,1.0,3.7
1644,5.0,0.0,0.0,25,15,14,3,1,5,5,2.0,6.0,4.0,8.0,8.0,12.0,17.509775004326936,36.0,1.3333333333333333,48.0,0.012,2.6666666666666665,1.0,,,2.0,15.0,4.0,4.0,12.0,12.0,3.0,3.0,4.0,1.0,,2.0,,1.0,,,,2.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,28.0,3.0,1.0,2.0,1.0,2.0,3.0,10.0,10.0,1.0,3.8
1645,5.0,0.0,0.0,25,15,14,3,1,5,5,2.0,6.0,4.0,8.0,8.0,12.0,17.509775004326936,36.0,1.3333333333333333,48.0,0.012,2.6666666666666665,1.0,,,2.0,15.0,4.0,4.0,12.0,12.0,3.0,3.0,4.0,1.0,,2.0,,1.0,,,,,,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,28.0,3.0,1.0,2.0,1.0,2.0,3.0,10.0,5.0,1.0,3.3
1646,5.0,0.0,0.0,25,15,14,3,1,5,5,2.0,6.0,4.0,8.0,8.0,12.0,17.509775004326936,36.0,1.3333333333333333,48.0,0.012,2.6666666666666665,1.0,,,2.0,15.0,4.0,4.0,12.0,12.0,3.0,3.0,4.0,1.0,,2.0,,1.0,,,,,,8.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,28.0,3.0,1.0,2.0,1.0,2.0,3.0,10.0,6.0,1.0,3.4
1647,5.0,0.0,0.0,29,15,14,3,1,8,6,2.0,6.0,4.0,8.0,8.0,12.0,17.509775004326936,36.0,1.3333333333333333,48.0,0.012,2.6666666666666665,1.0,,,2.0,15.0,4.0,4.0,12.0,12.0,3.0,3.0,4.0,1.0,,2.0,,1.0,,,,,,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,28.0,3.0,1.0,2.0,1.0,2.0,3.0,10.0,6.0,1.0,3.4
1648,5.0,0.0,0.0,25,15,14,3,1,5,5,2.0,6.0,4.0,8.0,8.0,12.0,17.509775004326936,36.0,1.3333333333333333,48.0,0.012,2.6666666666666665,1.0,,,2.0,15.0,4.0,4.0,12.0,12.0,3.0,3.0,4.0,1.0,,2.0,,1.0,,,,2.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,28.0,3.0,1.0,2.0,1.0,2.0,3.0,10.0,10.0,1.0,3.8
1649,6.0,0.0,0.0,33,17,16,7,6,5,6,2.0,11.0,9.0,18.0,13.0,27.0,40.05374780501028,99.91187238980947,1.6363636363636365,163.49215481968827,0.0333039574632698,9.08289748998268,1.0,,,7.0,17.0,6.0,6.0,11.0,11.0,10.0,10.0,6.0,1.0,,5.0,,1.0,,,,,,8.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,25.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,5.0,1.0,4.125
1650,6.0,0.0,0.0,33,17,16,7,6,5,6,2.0,11.0,9.0,18.0,13.0,27.0,40.05374780501028,99.91187238980947,1.6363636363636365,163.49215481968827,0.0333039574632698,9.08289748998268,1.0,,,7.0,17.0,6.0,6.0,11.0,11.0,10.0,10.0,6.0,1.0,,5.0,,1.0,,,,,,8.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,25.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,5.0,1.0,4.125
1651,7.0,0.0,0.0,39,19,18,12,11,5,5,2.0,13.0,11.0,22.0,15.0,33.0,50.1057163358342,128.92738965508113,1.6923076923076923,218.18481326244492,0.0429757965516937,12.121378514580275,1.0,,,8.0,19.0,7.0,7.0,12.0,12.0,12.0,12.0,7.0,1.0,,6.0,,1.0,,,,,,9.0,2.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,12.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,28.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,5.0,1.0,4.125
1652,6.0,0.0,0.0,33,17,16,7,6,5,6,2.0,11.0,9.0,18.0,13.0,27.0,40.05374780501028,99.91187238980947,1.6363636363636365,163.49215481968827,0.0333039574632698,9.08289748998268,1.0,,,7.0,17.0,6.0,6.0,11.0,11.0,10.0,10.0,6.0,1.0,,5.0,,1.0,,,,,,8.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,25.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,5.0,1.0,4.125
1653,6.0,0.0,0.0,33,17,16,7,6,5,6,2.0,11.0,9.0,18.0,13.0,27.0,40.05374780501028,99.91187238980947,1.6363636363636365,163.49215481968827,0.0333039574632698,9.08289748998268,1.0,,,7.0,17.0,6.0,6.0,11.0,11.0,10.0,10.0,6.0,1.0,,5.0,,1.0,,,,,,8.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,25.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,5.0,1.0,4.125
1654,6.0,0.0,0.0,33,17,16,7,6,5,6,2.0,11.0,9.0,18.0,13.0,27.0,40.05374780501028,99.91187238980947,1.6363636363636365,163.49215481968827,0.0333039574632698,9.08289748998268,1.0,,,7.0,17.0,6.0,6.0,11.0,11.0,10.0,10.0,6.0,1.0,,5.0,,1.0,,,,,,8.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,25.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,5.0,1.0,4.125
1655,6.0,0.0,0.0,33,17,16,7,6,5,6,2.0,11.0,9.0,18.0,13.0,27.0,40.05374780501028,99.91187238980947,1.6363636363636365,163.49215481968827,0.0333039574632698,9.08289748998268,1.0,,,7.0,17.0,6.0,6.0,11.0,11.0,10.0,10.0,6.0,1.0,,5.0,,1.0,,,,,,8.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,25.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,5.0,1.0,4.125
1656,6.0,0.0,0.0,33,17,16,7,6,5,6,2.0,11.0,9.0,18.0,13.0,27.0,40.05374780501028,99.91187238980947,1.6363636363636365,163.49215481968827,0.0333039574632698,9.08289748998268,1.0,,,7.0,17.0,6.0,6.0,11.0,11.0,10.0,10.0,6.0,1.0,,5.0,,1.0,,,,,,8.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,25.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,5.0,1.0,4.125
1657,6.0,0.0,0.0,33,17,16,7,6,5,6,2.0,11.0,9.0,18.0,13.0,27.0,40.05374780501028,99.91187238980947,1.6363636363636365,163.49215481968827,0.0333039574632698,9.08289748998268,1.0,,,7.0,17.0,6.0,6.0,11.0,11.0,10.0,10.0,6.0,1.0,,5.0,,1.0,,,,,,8.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,25.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,5.0,1.0,4.125
1658,6.0,0.0,0.0,33,17,16,7,6,5,6,2.0,11.0,9.0,18.0,13.0,27.0,40.05374780501028,99.91187238980947,1.6363636363636365,163.49215481968827,0.0333039574632698,9.08289748998268,1.0,,,7.0,17.0,6.0,6.0,11.0,11.0,10.0,10.0,6.0,1.0,,5.0,,1.0,,,,,,8.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,25.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,5.0,1.0,4.125
1833,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1834,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1835,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1836,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1837,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1838,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1839,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1840,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1841,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1842,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
