pc,term,OR,ci_lo,ci_hi,p,beta,se,var_student,var_question,icc_student,icc_question,N,positives,prevalence,n_students,n_questions,max_vif,p_fdr
B10,erros_sintaxe,1.0212583156576218,0.15176299605602347,6.872350799629904,0.98274618318379,0.021035509785726908,0.9726891435047968,0.33909100041077406,0.11124403367008355,0.09066111791255596,0.029742778314417746,13797,1,7.247952453431905e-05,2514,617,3.263054469491074,0.9899583926068595
B10,tempo,0.025377913596261993,0.0004731732479336234,1.3611050525613928,0.07056631846214323,-3.6738760266841064,2.0317208852802713,0.33909100041077406,0.11124403367008355,0.09066111791255596,0.029742778314417746,13797,1,7.247952453431905e-05,2514,617,3.263054469491074,0.3388625487995854
B10,delecoes,4.3721564474596,0.12215236801728024,156.4910472988812,0.4189801222460807,1.4752563536309693,1.8253788004872344,0.33909100041077406,0.11124403367008355,0.09066111791255596,0.029742778314417746,13797,1,7.247952453431905e-05,2514,617,3.263054469491074,0.7313107588295227
B12,(intercept),1.7244908677924673e-07,9.47097407496385e-82,3.139981938036272e+67,0.8583230552488643,-15.573163793145882,87.24009289358817,0.33917060370159213,0.11127143708342067,0.09067980672180823,0.029749253910164464,13797,1,7.247952453431905e-05,2514,617,3.263054469491074,
B12,testes,0.9517766979650267,0.022496969356666237,40.266707414115864,0.979362983847301,-0.04942483266560285,1.9106886946110506,0.33917060370159213,0.11127143708342067,0.09067980672180823,0.029749253910164464,13797,1,7.247952453431905e-05,2514,617,3.263054469491074,0.9899583926068595
B12,alteracoes,4.085763387188254,0.08594961095176892,194.22382802239395,0.4749703741430027,1.4075085865415589,1.9701544184456012,0.33917060370159213,0.11127143708342067,0.09067980672180823,0.029749253910164464,13797,1,7.247952453431905e-05,2514,617,3.263054469491074,0.7990435185956611
B12,erros_logica,0.6902906072776486,0.04080438185472638,11.677694915026672,0.7972932923898548,-0.370642600090401,1.4430220432899281,0.33917060370159213,0.11127143708342067,0.09067980672180823,0.029749253910164464,13797,1,7.247952453431905e-05,2514,617,3.263054469491074,0.9334165374320251
B12,erros_sintaxe,7.5371198977614e-05,1.555130274987746e-121,3.6529528919164326e+112,0.944789186766639,-9.493085332346158,137.08068959167562,0.33917060370159213,0.11127143708342067,0.09067980672180823,0.029749253910164464,13797,1,7.247952453431905e-05,2514,617,3.263054469491074,0.9865803621801126
B12,tempo,0.6170080975192047,0.026165730366022422,14.54952669307584,0.7645870379812254,-0.4828731311447085,1.6124650992589793,0.33917060370159213,0.11127143708342067,0.09067980672180823,0.029749253910164464,13797,1,7.247952453431905e-05,2514,617,3.263054469491074,0.9284614372726553
B12,delecoes,0.5210162172062318,0.024760936355865727,10.963151582415199,0.6748851304541401,-0.6519741106379066,1.5543438285522289,0.33917060370159213,0.11127143708342067,0.09067980672180823,0.029749253910164464,13797,1,7.247952453431905e-05,2514,617,3.263054469491074,0.8963043703330863
