2025-07-17 23:04:30,053 cblogger [INFO]: Extracting data from directory: /root/trabalho_super/QuestionInsight/DataSets/cb_dataset_2022_1_v1.81.tar.gz
2025-07-17 23:07:33,830 cblogger [INFO]: Starting Data Collection: Thu Jul 17 23:07:33 2025
2025-07-17 23:07:33,830 cblogger [INFO]: New semester found: data/2022-1
2025-07-17 23:07:33,830 cblogger [INFO]: New course found: data/2022-1/444
2025-07-17 23:07:33,831 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4180.data
2025-07-17 23:07:33,831 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/3969.data
2025-07-17 23:07:33,831 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4237.data
2025-07-17 23:07:33,831 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4010.data
2025-07-17 23:07:33,831 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4179.data
2025-07-17 23:07:33,831 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4058.data
2025-07-17 23:07:33,831 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4238.data
2025-07-17 23:07:33,832 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4030.data
2025-07-17 23:07:33,832 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4263.data
2025-07-17 23:07:33,832 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4112.data
2025-07-17 23:07:33,832 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4093.data
2025-07-17 23:07:33,832 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4029.data
2025-07-17 23:07:33,832 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4157.data
2025-07-17 23:07:33,832 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4092.data
2025-07-17 23:07:33,832 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/3971.data
2025-07-17 23:07:33,833 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/3934.data
2025-07-17 23:07:33,833 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/3960.data
2025-07-17 23:07:33,833 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4120.data
2025-07-17 23:07:33,833 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/3935.data
2025-07-17 23:07:33,833 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/3932.data
2025-07-17 23:07:33,833 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4121.data
2025-07-17 23:07:33,833 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4208.data
2025-07-17 23:07:33,833 cblogger [INFO]: New assignment found: data/2022-1/444/assessments/4279.data
2025-07-17 23:07:33,833 cblogger [INFO]: New user found: data/2022-1/444/users/7623
2025-07-17 23:07:33,833 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3935_1801.py
2025-07-17 23:07:33,835 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3934_3769.py
2025-07-17 23:07:35,190 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3932_1333.py
2025-07-17 23:07:35,191 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3932_1559.py
2025-07-17 23:07:35,192 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3935_1800.py
2025-07-17 23:07:35,193 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3934_825.py
2025-07-17 23:07:35,195 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3960_1364.py
2025-07-17 23:07:35,196 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3932_2897.py
2025-07-17 23:07:35,197 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3935_2946.py
2025-07-17 23:07:35,199 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3932_1326.py
2025-07-17 23:07:35,199 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3932_1328.py
2025-07-17 23:07:35,200 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3935_1805.py
2025-07-17 23:07:35,203 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3932_1331.py
2025-07-17 23:07:35,204 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3934_2049.py
2025-07-17 23:07:35,205 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3932_1327.py
2025-07-17 23:07:35,206 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3935_3774.py
2025-07-17 23:07:35,208 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3934_1015.py
2025-07-17 23:07:35,209 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3935_1806.py
2025-07-17 23:07:35,210 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3960_5168.py
2025-07-17 23:07:35,212 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3934_3770.py
2025-07-17 23:07:35,212 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3932_996.py
2025-07-17 23:07:35,213 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3932_1332.py
2025-07-17 23:07:35,214 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3935_1802.py
2025-07-17 23:07:35,216 cblogger [INFO]: New solution code found: data/2022-1/444/users/7623/codes/3932_1330.py
