question,respostas,A2,A3,A4,A5,B4,B6,B8,B9,B10,B11,B12,C1,C2,C3,C4,C8,D4,E1,E2,G4,G5,H1
2429,16,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
2432,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
2433,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2434,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
2436,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2437,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
2438,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2452,16,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0
2456,17,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
2460,17,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
2487,16,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0
2488,17,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0
2671,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
2672,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,1
2673,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
2804,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
2826,22,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1
2827,34,1,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
2844,25,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0
2845,58,0,4,0,0,1,0,12,2,0,0,0,0,0,0,0,2,0,0,0,44,0,1
2846,51,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,3,0,1,0,34,0,2
2847,68,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,47,0,2
2849,18,1,1,0,0,0,0,8,3,0,0,0,0,0,0,0,1,0,0,0,15,0,0
2851,25,0,6,0,0,0,0,13,4,0,0,0,0,0,0,0,1,0,0,0,18,0,0
2852,17,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0
2853,18,0,2,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0
2918,23,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
2919,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
2920,26,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
2921,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
2922,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
2924,22,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
2925,17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
2926,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
2927,33,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1
2930,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
2931,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
2932,18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1
2966,23,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
2967,34,0,4,0,0,5,0,8,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0
2968,76,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1
2970,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
2971,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
2972,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2
2973,44,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
2974,23,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
2975,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
3031,56,0,0,0,0,0,0,36,25,0,0,0,0,0,0,0,0,0,0,0,53,0,0
3032,43,0,0,0,2,0,0,24,23,0,0,0,0,0,0,0,0,0,0,0,40,0,0
3033,49,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1
3034,16,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1
3035,25,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
3036,45,2,0,0,0,1,0,33,0,0,1,0,0,0,0,0,0,0,0,0,43,0,2
3037,45,2,1,0,1,2,0,33,0,0,1,0,0,0,0,0,0,0,0,0,41,0,0
3038,44,0,2,0,4,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3
3039,27,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
3041,54,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
3058,16,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0
3062,19,0,1,0,0,2,0,7,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0
3063,26,0,4,0,0,2,0,13,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0
3068,16,0,1,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,5,0,12,0,1
3069,18,0,1,1,0,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0
3089,21,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
3124,24,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
3134,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
3136,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
3137,20,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
3138,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
3139,16,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
3141,30,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0
3176,26,0,3,0,0,3,0,10,1,0,0,0,0,0,0,0,1,0,1,0,15,0,0
3180,22,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
3181,19,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1
3183,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0
3309,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
3368,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
3371,24,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
3383,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
3384,20,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1
3385,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
3387,22,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
3388,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
3526,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
3582,19,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0
3583,17,2,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
3586,65,15,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,33,0,2
3587,61,36,2,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2
3588,65,43,1,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1
3589,62,0,5,0,0,0,0,57,0,0,0,0,0,0,0,0,1,0,0,0,35,0,0
3590,67,18,2,0,0,51,0,64,0,0,9,0,0,0,0,0,0,0,0,0,40,0,0
3591,50,0,1,0,0,27,0,46,1,0,11,0,0,0,0,0,0,0,0,0,31,0,0
3592,21,9,1,0,0,0,0,19,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0
3593,64,0,1,0,0,31,0,56,0,0,18,0,0,0,0,0,0,0,0,0,43,0,0
5162,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
5163,64,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
5164,59,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,1
5165,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1
5166,66,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
5167,70,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
5168,75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
5169,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
5170,60,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
5171,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1
5172,56,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
5188,46,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
5190,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
5193,17,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1
5194,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
5196,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
5197,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1
5234,19,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0
5235,21,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0
5237,21,0,0,0,0,13,0,3,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0
5239,17,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,17,0,0
5241,16,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0
5245,30,0,2,0,0,1,0,16,14,0,0,0,0,0,0,0,0,0,0,0,19,0,0
5246,22,0,1,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,1,0,12,0,0
5247,19,0,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1
5249,16,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,11,0,2
5251,32,1,2,2,0,4,0,26,1,0,0,0,0,0,0,0,0,0,3,0,15,0,0
5254,28,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
5255,20,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,14,1,0
5259,25,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
5283,17,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0
5370,16,0,0,0,0,1,0,9,3,0,1,0,0,0,0,0,0,0,0,0,13,0,0
5383,16,0,5,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0
5386,17,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
5623,54,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1
5625,54,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
5626,54,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
5929,58,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
5930,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
5931,41,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1
5932,50,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
5935,59,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
5936,44,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
5937,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
5946,44,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
5947,56,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2
5949,47,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3
5950,44,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1
5951,38,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
5952,33,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1
5953,45,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3
5998,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
5999,36,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,2
6000,39,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
6002,42,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0
6003,40,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1
6004,36,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
6005,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2
6006,22,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0
6007,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
6008,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
6009,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1
6010,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
6011,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
6012,36,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
6013,48,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2
6014,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1
6107,22,0,1,0,0,0,0,17,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0
6108,24,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,12,0,0
6109,20,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,9,0,1
6110,17,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0
6112,29,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,17,0,1
6122,31,0,1,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,19,0,1
6123,29,0,1,0,0,0,0,21,13,0,0,0,0,0,0,0,0,0,0,0,15,0,1
6124,24,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,10,0,1
6173,36,0,0,0,0,1,0,36,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0
6175,25,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
6191,27,1,4,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,12,0,2
6192,21,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
6196,41,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
6197,31,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
6198,49,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0
6199,52,0,7,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0
6200,44,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
6201,45,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0
6202,57,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
6203,38,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
6204,46,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
6206,44,0,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1
6207,53,0,3,0,0,0,0,52,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0
6208,45,1,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
6209,54,0,1,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
6210,37,0,1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
6211,38,1,1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
6212,43,1,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
6213,43,1,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
6214,50,1,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
6216,16,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1
6217,18,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
6218,22,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
6219,18,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
6220,17,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
6221,24,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1
6222,22,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1
6245,31,2,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
6246,26,2,2,1,0,0,0,23,0,0,1,0,1,0,0,0,0,0,0,0,14,0,0
6247,25,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
6248,23,1,2,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1
6305,19,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1
6306,19,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
6308,16,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
6311,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
6312,22,0,2,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
6315,16,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
6316,20,0,2,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
6342,37,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,29,0,1
6343,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
6344,45,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
6345,28,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1
6346,34,0,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0
6347,35,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
6350,34,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
6351,26,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
6352,23,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
6358,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
6359,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
6360,51,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,44,0,0
6361,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1
6362,44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,41,0,0
6363,46,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,43,0,0
6364,40,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0
6365,45,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
6366,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,0,0
6367,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
6371,50,0,5,0,1,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,39,0,0
6372,23,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
6373,29,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1
6374,38,0,2,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
6375,26,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
6376,26,0,2,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0
6377,31,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0
6378,26,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
6379,25,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
6380,32,0,2,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
6381,25,0,2,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
6382,45,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,2,0,0,0,32,0,0
6391,41,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,29,0,0
6393,35,0,2,0,0,0,0,9,2,0,0,0,0,0,0,0,3,0,0,0,26,0,3
6394,35,0,2,0,0,1,0,7,0,0,0,0,0,0,0,0,2,0,0,0,23,0,0
6396,41,0,4,0,0,0,0,3,0,0,1,0,0,0,0,0,4,0,0,0,29,0,4
6466,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
6468,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
6469,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
6470,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
6471,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
6472,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1
6473,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
6474,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
6475,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1
6476,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
6477,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
6478,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
6479,44,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
6480,35,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
6481,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
6482,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
6483,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
6484,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
6485,39,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
6506,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2
6509,16,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
6511,16,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
6514,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
6529,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
6534,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
6535,22,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
6548,20,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1
6549,20,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
6561,20,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
6565,19,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
6566,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
6571,17,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1
6572,17,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
6609,16,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
6626,17,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
6646,34,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
6647,44,0,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
6649,41,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0
6650,36,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
6651,27,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0
6652,30,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
